Reporting Economy,Product/Sector,Partner Economy,2013,2014,2015,2016,2017,2018,2019
European Union,"MT2 - 04 - Coffee, tea",Zambia,1357902,558272,299521,1665209,1339687,4917592,
European Union,"MT2 - 04 - Coffee, tea",Zimbabwe,6362895,7874646,13221283,6817829,5914248,10624554,
Fiji,MT2 - 01 - Animal products,World,28965002,35015238,26027325,,39647991,50235549,
Fiji,MT2 - 01 - Animal products,Australia,7505313,11444406,10761223,,11138312,16822281,
Fiji,MT2 - 01 - Animal products,Canada,,,,,,3900,
Fiji,MT2 - 01 - Animal products,China,,,1738,,101077,375399,
Fiji,MT2 - 01 - Animal products,Germany,606,,,,,,
Fiji,MT2 - 01 - Animal products,"Hong Kong, China",84,20,,,,,
Fiji,MT2 - 01 - Animal products,India,523,,,,1,,
Fiji,MT2 - 01 - Animal products,Italy,20731,31341,41961,,37522,31292,
Fiji,MT2 - 01 - Animal products,"Korea, Republic of",3,,48,,,,
Fiji,MT2 - 01 - Animal products,Mozambique,,,1052,,,,
Fiji,MT2 - 01 - Animal products,Namibia,,,46236,,,,
Fiji,MT2 - 01 - Animal products,New Zealand,21408030,23503559,15088543,,28332372,32858245,
Fiji,MT2 - 01 - Animal products,Papua New Guinea,,,,,,115951,
Fiji,MT2 - 01 - Animal products,Samoa,21,,,,38706,,
Fiji,MT2 - 01 - Animal products,Spain,,,,,,28481,
Fiji,MT2 - 01 - Animal products,United Kingdom,109,,,,,,
Fiji,MT2 - 01 - Animal products,United States of America,29582,35892,43289,,,,
Fiji,MT2 - 02 - Dairy products,World,38421599,63125133,30753609,,46714409,53570510,
Fiji,MT2 - 02 - Dairy products,Australia,5215918,8819658,5806078,,8978879,10238587,
Fiji,MT2 - 02 - Dairy products,Canada,396,,2122,,,,
Fiji,MT2 - 02 - Dairy products,China,,1787,217,,337,2631,
Fiji,MT2 - 02 - Dairy products,France,1494,14237,,,17551,40888,
Fiji,MT2 - 02 - Dairy products,Germany,39460,,2195,,,,
Fiji,MT2 - 02 - Dairy products,"Hong Kong, China",5,,1341,,,,
Fiji,MT2 - 02 - Dairy products,Indonesia,94129,116215,44703,,41797,48195,
Fiji,MT2 - 02 - Dairy products,Italy,21161,24251,28696,,43206,33464,
Fiji,MT2 - 02 - Dairy products,Japan,,64563,,,,,
Fiji,MT2 - 02 - Dairy products,Malaysia,110490,269683,217315,,178899,294244,
Fiji,MT2 - 02 - Dairy products,Netherlands,,36,,,0,,
Fiji,MT2 - 02 - Dairy products,New Zealand,30369293,50982064,21477449,,37136080,42387058,
Fiji,MT2 - 02 - Dairy products,Papua New Guinea,,353,,,1643,,
Fiji,MT2 - 02 - Dairy products,Philippines,67341,,61404,,,59574,
Fiji,MT2 - 02 - Dairy products,Singapore,2475846,2797466,3089779,,280027,365192,
Fiji,MT2 - 02 - Dairy products,Solomon Islands,,,,,,49668,
Fiji,MT2 - 02 - Dairy products,Thailand,48,1311,,,,26125,
Fiji,MT2 - 02 - Dairy products,Timor-Leste,66,,,,,,
Fiji,MT2 - 02 - Dairy products,United Kingdom,81,,,,,,
Fiji,MT2 - 02 - Dairy products,United States of America,25871,33511,22310,,35989,24884,
Fiji,"MT2 - 03 - Fruits, vegetables, plants",World,52403335,55163921,49667107,,68786785,72866323,
Fiji,"MT2 - 03 - Fruits, vegetables, plants",Afghanistan,,,,,,38001,
Fiji,"MT2 - 03 - Fruits, vegetables, plants",Antigua and Barbuda,679,440,,,,,
Fiji,"MT2 - 03 - Fruits, vegetables, plants",Australia,8215657,8229355,5479321,,10327263,12111732,
Fiji,"MT2 - 03 - Fruits, vegetables, plants",Austria,,,,,,1931,
Fiji,"MT2 - 03 - Fruits, vegetables, plants",Bangladesh,,,,,14971,18094,
Fiji,"MT2 - 03 - Fruits, vegetables, plants",Belgium,1012294,1230795,1843963,,1942511,2169171,
Fiji,"MT2 - 03 - Fruits, vegetables, plants","Bolivia, Plurinational State of",,,,,,606,
Fiji,"MT2 - 03 - Fruits, vegetables, plants",Brazil,,,,,17474,,
Fiji,"MT2 - 03 - Fruits, vegetables, plants",Brunei Darussalam,190,,,,88,665,
Fiji,"MT2 - 03 - Fruits, vegetables, plants",Bulgaria,,,,,23472,,
Fiji,"MT2 - 03 - Fruits, vegetables, plants",Cameroon,,,,,15500,,
Fiji,"MT2 - 03 - Fruits, vegetables, plants",Canada,194427,620897,509090,,518147,233693,
Fiji,"MT2 - 03 - Fruits, vegetables, plants",Central African Republic,,,,,23920,,
Fiji,"MT2 - 03 - Fruits, vegetables, plants",Chile,,116,2126,,25186,13068,
Fiji,"MT2 - 03 - Fruits, vegetables, plants",China,4967810,5566514,5925497,,7706955,5995123,
Fiji,"MT2 - 03 - Fruits, vegetables, plants",Czech Republic,,,,,2119,,
Fiji,"MT2 - 03 - Fruits, vegetables, plants",Denmark,,90590,195498,,215946,23012,
Fiji,"MT2 - 03 - Fruits, vegetables, plants",Egypt,,,,,851,54593,
Fiji,"MT2 - 03 - Fruits, vegetables, plants",El Salvador,,,206,,,,
Fiji,"MT2 - 03 - Fruits, vegetables, plants",Eswatini,,3804,,,,,
Fiji,"MT2 - 03 - Fruits, vegetables, plants",France,,9202,31043,,286418,289847,
Fiji,"MT2 - 03 - Fruits, vegetables, plants",Germany,16217,1337,41310,,875,1074,
Fiji,"MT2 - 03 - Fruits, vegetables, plants",Ghana,,42,,,,,
Fiji,"MT2 - 03 - Fruits, vegetables, plants",Greece,,,25559,,849,2806,
Fiji,"MT2 - 03 - Fruits, vegetables, plants","Hong Kong, China",338638,407256,431233,,282419,187008,
Fiji,"MT2 - 03 - Fruits, vegetables, plants",India,359091,625980,760375,,752294,1103786,
Fiji,"MT2 - 03 - Fruits, vegetables, plants",Indonesia,9324,39059,95969,,120620,2862,
Fiji,"MT2 - 03 - Fruits, vegetables, plants",Iran,18875,23311,24965,,116024,100155,
Fiji,"MT2 - 03 - Fruits, vegetables, plants",Iraq,,,,,,278,
Fiji,"MT2 - 03 - Fruits, vegetables, plants",Ireland,57,,,,,,
Fiji,"MT2 - 03 - Fruits, vegetables, plants",Israel,,1054,5005,,,,
Fiji,"MT2 - 03 - Fruits, vegetables, plants",Italy,361245,557185,556597,,969124,1272228,
Fiji,"MT2 - 03 - Fruits, vegetables, plants",Jamaica,50,,,,,,
Fiji,"MT2 - 03 - Fruits, vegetables, plants",Japan,15752,12440,22712,,9600,8329,
Fiji,"MT2 - 03 - Fruits, vegetables, plants","Korea, Republic of",3972,5068,5062,,19274,5220,
Fiji,"MT2 - 03 - Fruits, vegetables, plants",Lebanese Republic,,,,,1688,,
Fiji,"MT2 - 03 - Fruits, vegetables, plants",Madagascar,,,,,352,1707,
Fiji,"MT2 - 03 - Fruits, vegetables, plants",Malawi,177512,198310,72522,,158417,120274,
Fiji,"MT2 - 03 - Fruits, vegetables, plants",Malaysia,272642,368176,330791,,385321,549654,
Fiji,"MT2 - 03 - Fruits, vegetables, plants",Mexico,,322,63,,1240,,
Fiji,"MT2 - 03 - Fruits, vegetables, plants",Mozambique,,1883,,,,,
Fiji,"MT2 - 03 - Fruits, vegetables, plants",Myanmar,,,45943,,52313,21386,
Fiji,"MT2 - 03 - Fruits, vegetables, plants",Namibia,1089,212,29,,358,496,
Fiji,"MT2 - 03 - Fruits, vegetables, plants",Netherlands,148259,490223,370375,,771302,724172,
Fiji,"MT2 - 03 - Fruits, vegetables, plants",New Zealand,27990697,30103642,27235849,,35281475,34501976,
Fiji,"MT2 - 03 - Fruits, vegetables, plants",Nigeria,50,,,,,,
Fiji,"MT2 - 03 - Fruits, vegetables, plants",Pakistan,5958,3245,3925,,28290,14612,
Fiji,"MT2 - 03 - Fruits, vegetables, plants",Panama,,2318,,,,,
Fiji,"MT2 - 03 - Fruits, vegetables, plants",Papua New Guinea,36727,52017,9612,,346080,567963,
Fiji,"MT2 - 03 - Fruits, vegetables, plants",Peru,,204,510,,566,5926,
Fiji,"MT2 - 03 - Fruits, vegetables, plants",Philippines,164307,101534,146009,,61185,66922,
Fiji,"MT2 - 03 - Fruits, vegetables, plants",Poland,,,,,,39665,
Fiji,"MT2 - 03 - Fruits, vegetables, plants",Portugal,,,,,,72,
Fiji,"MT2 - 03 - Fruits, vegetables, plants",Qatar,,,745,,,,
Fiji,"MT2 - 03 - Fruits, vegetables, plants",Saint Kitts and Nevis,,,,,3548,,
Fiji,"MT2 - 03 - Fruits, vegetables, plants",Samoa,54,,,,,1497,
Fiji,"MT2 - 03 - Fruits, vegetables, plants","Saudi Arabia, Kingdom of",2224,925,,,29103,,
Fiji,"MT2 - 03 - Fruits, vegetables, plants",Singapore,675305,866364,772224,,738552,725847,
Fiji,"MT2 - 03 - Fruits, vegetables, plants",Solomon Islands,135,,,,921,,
Fiji,"MT2 - 03 - Fruits, vegetables, plants",South Africa,4101,,534,,10907,20028,
Fiji,"MT2 - 03 - Fruits, vegetables, plants",Spain,4631,26751,2976,,2088,5688,
Fiji,"MT2 - 03 - Fruits, vegetables, plants",Sri Lanka,2186,1168,169,,323,254,
Fiji,"MT2 - 03 - Fruits, vegetables, plants",Sweden,,,,,,35301,
Fiji,"MT2 - 03 - Fruits, vegetables, plants",Switzerland,,,2315,,2955,,
Fiji,"MT2 - 03 - Fruits, vegetables, plants",Chinese Taipei,31598,23736,20436,,4744,3778,
Fiji,"MT2 - 03 - Fruits, vegetables, plants",Thailand,907476,684865,971135,,1416299,1061451,
Fiji,"MT2 - 03 - Fruits, vegetables, plants",Tonga,19359,817,16580,,,4837,
Fiji,"MT2 - 03 - Fruits, vegetables, plants",Turkey,11444,104099,52511,,154694,70346,
Fiji,"MT2 - 03 - Fruits, vegetables, plants",Ukraine,,,,,941,29372,
Fiji,"MT2 - 03 - Fruits, vegetables, plants",United Arab Emirates,30500,195,36873,,31315,150526,
Fiji,"MT2 - 03 - Fruits, vegetables, plants",United Kingdom,144940,130878,25798,,31259,70901,
Fiji,"MT2 - 03 - Fruits, vegetables, plants",United States of America,2583662,2413341,2424100,,1934130,3275319,
Fiji,"MT2 - 03 - Fruits, vegetables, plants",Vanuatu,3573683,2132594,1146958,,3825909,6761643,
Fiji,"MT2 - 03 - Fruits, vegetables, plants",Viet Nam,89007,26020,19185,,32993,41621,
Fiji,"MT2 - 03 - Fruits, vegetables, plants",Zimbabwe,,542,,,,,
Fiji,"MT2 - 04 - Coffee, tea",World,9357180,9503948,10432174,,11740228,12707603,
Fiji,"MT2 - 04 - Coffee, tea",Australia,2560141,2302007,2461397,,3467409,2856310,
Fiji,"MT2 - 04 - Coffee, tea",Austria,14486,13338,22889,,12309,13256,
Fiji,"MT2 - 04 - Coffee, tea",Bangladesh,,,,,,21581,
Fiji,"MT2 - 04 - Coffee, tea",Belgium,29605,15025,31441,,12902,10073,
Fiji,"MT2 - 04 - Coffee, tea",Bosnia and Herzegovina,,,,,66,,
Fiji,"MT2 - 04 - Coffee, tea",Brazil,110144,35084,143200,,101654,101440,
Fiji,"MT2 - 04 - Coffee, tea",Bulgaria,8166,21701,18449,,2233,13644,
Fiji,"MT2 - 04 - Coffee, tea",Canada,,7292,18530,,17624,17,
Fiji,"MT2 - 04 - Coffee, tea",Chile,,,,,,4778,
Fiji,"MT2 - 04 - Coffee, tea",China,183302,193615,512418,,248224,229791,
Fiji,"MT2 - 04 - Coffee, tea",Colombia,7722,15624,13770,,8889,5927,
Fiji,"MT2 - 04 - Coffee, tea",Czech Republic,1122,2854,2972,,1735,5738,
Fiji,"MT2 - 04 - Coffee, tea",Egypt,24563,52612,,,25635,47000,
Fiji,"MT2 - 04 - Coffee, tea",Eswatini,18108,11191,3049,,1997,,
Fiji,"MT2 - 04 - Coffee, tea",France,28625,70721,68565,,22299,100591,
Fiji,"MT2 - 04 - Coffee, tea",Germany,56476,56881,54035,,53052,16193,
Fiji,"MT2 - 04 - Coffee, tea",Holy See,54,,,,,,
Fiji,"MT2 - 04 - Coffee, tea","Hong Kong, China",8547,23563,14601,,10760,7592,
Fiji,"MT2 - 04 - Coffee, tea",Hungary,,197,,,,,
Fiji,"MT2 - 04 - Coffee, tea",India,14571,39875,62063,,81108,127448,
Fiji,"MT2 - 04 - Coffee, tea",Indonesia,646757,562712,723775,,640617,705737,
Fiji,"MT2 - 04 - Coffee, tea",Ireland,,,666,,,,
Fiji,"MT2 - 04 - Coffee, tea",Italy,188,,1598,,4530,483,
Fiji,"MT2 - 04 - Coffee, tea",Japan,5086,13167,22088,,89585,9415,
Fiji,"MT2 - 04 - Coffee, tea","Korea, Republic of",5363,1483,1454,,4838,4068,
Fiji,"MT2 - 04 - Coffee, tea",Lao People's Democratic Republic,,,,,1034,,
Fiji,"MT2 - 04 - Coffee, tea",Lebanese Republic,,,,,6077,,
Fiji,"MT2 - 04 - Coffee, tea",Liberia,,,2965,,,,
Fiji,"MT2 - 04 - Coffee, tea",Luxembourg,,31887,62950,,13498,10103,
Fiji,"MT2 - 04 - Coffee, tea",Malaysia,792489,1439225,1210986,,883961,795137,
Fiji,"MT2 - 04 - Coffee, tea",Mexico,,,,,415,,
Fiji,"MT2 - 04 - Coffee, tea",Namibia,,,,,775,,
Fiji,"MT2 - 04 - Coffee, tea",Netherlands,253699,141082,167532,,343467,661859,
Fiji,"MT2 - 04 - Coffee, tea",New Zealand,942173,1094120,766916,,1554340,1646840,
Fiji,"MT2 - 04 - Coffee, tea",Norway,54,,,,,,
Fiji,"MT2 - 04 - Coffee, tea",Pakistan,837,,,,41,,
Fiji,"MT2 - 04 - Coffee, tea",Papua New Guinea,261287,229896,123725,,432097,420889,
Fiji,"MT2 - 04 - Coffee, tea",Philippines,60961,11410,14672,,5249,25045,
Fiji,"MT2 - 04 - Coffee, tea",Poland,1556,13580,44831,,8945,147621,
Fiji,"MT2 - 04 - Coffee, tea",Russian Federation,,,,,229,,
Fiji,"MT2 - 04 - Coffee, tea",Samoa,,,,,,14540,
Fiji,"MT2 - 04 - Coffee, tea","Saudi Arabia, Kingdom of",49,,,,,,
Fiji,"MT2 - 04 - Coffee, tea",Senegal,,961,,,,,
Fiji,"MT2 - 04 - Coffee, tea",Singapore,93002,18238,3857,,156291,835748,
Fiji,"MT2 - 04 - Coffee, tea",Slovak Republic,944,3101,973,,,,
Fiji,"MT2 - 04 - Coffee, tea",Solomon Islands,,,3686,,,3212,
Fiji,"MT2 - 04 - Coffee, tea",South Africa,,,,,,3,
Fiji,"MT2 - 04 - Coffee, tea",Spain,,,675,,2365,769,
Fiji,"MT2 - 04 - Coffee, tea",Sri Lanka,2092414,1941800,2290505,,2317070,2375190,
Fiji,"MT2 - 04 - Coffee, tea",Suriname,54,,,,,,
Fiji,"MT2 - 04 - Coffee, tea",Sweden,,7557,,,217,1054,
Fiji,"MT2 - 04 - Coffee, tea",Switzerland,75313,170448,151628,,235634,235392,
Fiji,"MT2 - 04 - Coffee, tea",Chinese Taipei,403,26630,32453,,42202,24916,
Fiji,"MT2 - 04 - Coffee, tea",Thailand,503066,342135,556701,,517167,548825,
Fiji,"MT2 - 04 - Coffee, tea",Tonga,54,,,,,,
Fiji,"MT2 - 04 - Coffee, tea",Turkey,9675,6190,24894,,67,84595,
Fiji,"MT2 - 04 - Coffee, tea",Ukraine,51,,,,14689,21092,
Fiji,"MT2 - 04 - Coffee, tea",United Arab Emirates,2666,5846,1069,,2367,46964,
Fiji,"MT2 - 04 - Coffee, tea",United Kingdom,197301,229407,361179,,123943,203877,
Fiji,"MT2 - 04 - Coffee, tea",United States of America,311719,334374,344274,,233060,273531,
Fiji,"MT2 - 04 - Coffee, tea",Vanuatu,18716,15926,88510,,37283,49320,
Fiji,"MT2 - 04 - Coffee, tea",Viet Nam,192,314,143,,103,,
Gabon,MT2 - 01 - Animal products,World,,,196995406,150717561,,,
Gabon,MT2 - 01 - Animal products,Antigua and Barbuda,,,67412,,,,
Gabon,MT2 - 01 - Animal products,Argentina,,,4062769,2185596,,,
Gabon,MT2 - 01 - Animal products,Australia,,,1362276,1496903,,,
Gabon,MT2 - 01 - Animal products,Austria,,,184674,38376,,,
Gabon,MT2 - 01 - Animal products,Belgium,,,3449353,2371943,,,
Gabon,MT2 - 01 - Animal products,Brazil,,,26625919,25440491,,,
Gabon,MT2 - 01 - Animal products,Bulgaria,,,141291,10608,,,
Gabon,MT2 - 01 - Animal products,Cameroon,,,11362,379,,,
Gabon,MT2 - 01 - Animal products,Canada,,,10770991,3670416,,,
Gabon,MT2 - 01 - Animal products,Chile,,,361298,196022,,,
Gabon,MT2 - 01 - Animal products,China,,,376723,21109,,,
Gabon,MT2 - 01 - Animal products,Comoros,,,442,,,,
Gabon,MT2 - 01 - Animal products,Cyprus,,,21283,,,,
Gabon,MT2 - 01 - Animal products,Czech Republic,,,380693,264253,,,
Gabon,MT2 - 01 - Animal products,Denmark,,,2482071,312871,,,
Gabon,MT2 - 01 - Animal products,Estonia,,,,12755,,,
Gabon,MT2 - 01 - Animal products,Ethiopia,,,1492,2765,,,
Gabon,MT2 - 01 - Animal products,"European Union, n.e.s.",,,299205,1052278,,,
Gabon,MT2 - 01 - Animal products,Finland,,,807181,454803,,,
Gabon,MT2 - 01 - Animal products,France,,,31129503,25534503,,,
Gabon,MT2 - 01 - Animal products,Germany,,,5228695,3657142,,,
Gabon,MT2 - 01 - Animal products,Greece,,,372918,233300,,,
Gabon,MT2 - 01 - Animal products,Hungary,,,105608,57521,,,
Gabon,MT2 - 01 - Animal products,India,,,16078468,18512741,,,
Gabon,MT2 - 01 - Animal products,Indonesia,,,,312,,,
Gabon,MT2 - 01 - Animal products,Iran,,,,67033,,,
Gabon,MT2 - 01 - Animal products,Ireland,,,3937626,1858281,,,
Gabon,MT2 - 01 - Animal products,Israel,,,1186,26458,,,
Gabon,MT2 - 01 - Animal products,Italy,,,5148167,2532290,,,
Gabon,MT2 - 01 - Animal products,Lebanese Republic,,,3069,7959,,,
Gabon,MT2 - 01 - Animal products,Lithuania,,,120770,,,,
Gabon,MT2 - 01 - Animal products,Luxembourg,,,390,457,,,
Gabon,MT2 - 01 - Animal products,Malaysia,,,638,147,,,
Gabon,MT2 - 01 - Animal products,Mexico,,,235769,403882,,,
Gabon,MT2 - 01 - Animal products,Morocco,,,2492,1251,,,
Gabon,MT2 - 01 - Animal products,Netherlands,,,11703365,4908110,,,
Gabon,MT2 - 01 - Animal products,New Zealand,,,1026597,1018522,,,
Gabon,MT2 - 01 - Animal products,Norway,,,442228,113035,,,
Gabon,MT2 - 01 - Animal products,Paraguay,,,10539415,6165562,,,
Gabon,MT2 - 01 - Animal products,Poland,,,7416894,9205874,,,
Gabon,MT2 - 01 - Animal products,Portugal,,,1211442,932397,,,
Gabon,MT2 - 01 - Animal products,Romania,,,35740,23849,,,
Gabon,MT2 - 01 - Animal products,Russian Federation,,,2892,128388,,,
Gabon,MT2 - 01 - Animal products,Serbia,,,,8688,,,
Gabon,MT2 - 01 - Animal products,Slovak Republic,,,143591,24495,,,
Gabon,MT2 - 01 - Animal products,South Africa,,,540494,1172658,,,
Gabon,MT2 - 01 - Animal products,Spain,,,6479678,5204110,,,
Gabon,MT2 - 01 - Animal products,Sweden,,,231990,386379,,,
Gabon,MT2 - 01 - Animal products,Switzerland,,,862,213,,,
Gabon,MT2 - 01 - Animal products,Thailand,,,,162,,,
Gabon,MT2 - 01 - Animal products,Togo,,,23893,26903,,,
Gabon,MT2 - 01 - Animal products,Tunisia,,,217322,,,,
Gabon,MT2 - 01 - Animal products,Turkey,,,906389,55524,,,
Gabon,MT2 - 01 - Animal products,Ukraine,,,314996,5947113,,,
Gabon,MT2 - 01 - Animal products,United Arab Emirates,,,104551,,,,
Gabon,MT2 - 01 - Animal products,United Kingdom,,,7103243,6566624,,,
Gabon,MT2 - 01 - Animal products,United States of America,,,34386506,18250935,,,
Gabon,MT2 - 01 - Animal products,Uruguay,,,71374,42729,,,
Gabon,MT2 - 02 - Dairy products,World,,,45600899,41733640,,,
Gabon,MT2 - 02 - Dairy products,Algeria,,,,21,,,
Gabon,MT2 - 02 - Dairy products,Australia,,,1507,,,,
Gabon,MT2 - 02 - Dairy products,Austria,,,18531,3049,,,
Gabon,MT2 - 02 - Dairy products,Belgium,,,4545382,1637572,,,
Gabon,MT2 - 02 - Dairy products,Benin,,,,935,,,
Gabon,MT2 - 02 - Dairy products,Brazil,,,,35,,,
Gabon,MT2 - 02 - Dairy products,Cameroon,,,33592,23458,,,
Gabon,MT2 - 02 - Dairy products,China,,,3967,820,,,
Gabon,MT2 - 02 - Dairy products,Côte d'Ivoire,,,,1154,,,
Gabon,MT2 - 02 - Dairy products,Croatia,,,22334,,,,
Gabon,MT2 - 02 - Dairy products,Cyprus,,,12632,692,,,
Gabon,MT2 - 02 - Dairy products,Czech Republic,,,2705,26907,,,
